year,month,temperature,sea_level,precipitation_rate
2077.75,9,22.16,-0.04,5.5
2077.833333,10,16.96,-0.04,2.6
2077.916667,11,11.83,-0.04,7.1000000000000005
2078,12,9.67,-0.11,6.499999999999999
2078.083333,1,7.28,-0.18,5.4
2078.166667,2,7.32,-0.21,5.2
2078.25,3,8.69,-0.21,8.3
2078.333333,4,13.79,-0.23,6.8999999999999995
2078.416667,5,18.29,-0.18,4.500000000000001
2078.5,6,22.38,-0.13,4.500000000000001
2078.583333,7,25.51,-0.1,3.2
2078.666667,8,27.96,-0.04,5
2078.75,9,23.68,-0.02,4.1000000000000005
2078.833333,10,18.62,-0.03,4.300000000000001
2078.916667,11,12.72,-0.06,8.3
2079,12,9.95,-0.11,6.1
2079.083333,1,8.07,-0.16,5.5
2079.166667,2,6.17,-0.18,4.199999999999999
2079.25,3,11.12,-0.21,5.5
2079.333333,4,13.86,-0.21,5.6000000000000005
2079.416667,5,18.73,-0.16,4.3999999999999995
2079.5,6,23.94,-0.12,4.3999999999999995
2079.583333,7,26.82,-0.08,5
2079.666667,8,25.08,-0.03,5.8999999999999995
2079.75,9,23.47,-0.01,2.8000000000000003
2079.833333,10,18.42,-0.01,4.3999999999999995
2079.916667,11,13.99,-0.06,6.1
2080,12,11.84,-0.12,6.7
2080.083333,1,6.96,-0.12,6.7
2080.166667,2,7.86,-0.21,5.7
2080.25,3,11.98,-0.23,6.000000000000001
2080.333333,4,13.33,-0.15,5.7
2080.416667,5,16.19,-0.17,5.2
2080.5,6,20.31,-0.12,4.300000000000001
2080.583333,7,27,-0.08,3.6000000000000005
2080.666667,8,26.06,-0.02,3.8
2080.75,9,23.22,-0.02,2.0999999999999996
2080.833333,10,17.89,-0.03,1.8000000000000003
2080.916667,11,13.53,-0.08,5.4
2081,12,9.32,-0.16,7.1000000000000005
2081.083333,1,3.48,-0.18,5.8999999999999995
2081.166667,2,3.46,-0.26,6.6000000000000005
2081.25,3,6.62,-0.3,7.3
2081.333333,4,10.17,-0.3,8.1
2081.416667,5,17.79,-0.24,3.6000000000000005
2081.5,6,22.51,-0.19,4.1000000000000005
2081.583333,7,25.34,-0.14,3.6999999999999997
2081.666667,8,26.44,-0.11,5
2081.75,9,22.96,-0.08,2.8000000000000003
2081.833333,10,18.15,-0.08,2.0999999999999996
2081.916667,11,12.99,-0.13,2.4
2082,12,9.46,-0.18,4.7
2082.083333,1,6.77,-0.21,4
2082.166667,2,8.75,-0.25,3.2
2082.25,3,9.48,-0.26,5.4
2082.333333,4,13.27,-0.27,8.1
2082.416667,5,18.08,-0.21,3.4999999999999996
2082.5,6,22.97,-0.17,5.4
2082.583333,7,24.69,-0.1,4
2082.666667,8,27.34,-0.06,3.3000000000000003
2082.75,9,24.43,-0.03,1.7000000000000002
2082.833333,10,16.18,-0.09,2.3
2082.916667,11,12.72,-0.1,4.1000000000000005
2083,12,6.72,-0.16,6.2
2083.083333,1,7.32,-0.22,5.4
2083.166667,2,9.26,-0.25,6.7
2083.25,3,9.77,-0.24,2.8000000000000003
2083.333333,4,15.33,-0.22,4.500000000000001
2083.416667,5,18.84,-0.18,3.8
2083.5,6,21.65,-0.15,5.3
2083.583333,7,25.27,-0.11,5.8999999999999995
2083.666667,8,25.69,-0.07,2.8000000000000003
2083.75,9,24.34,-0.05,2.8000000000000003
2083.833333,10,17.68,-0.07,4.7
2083.916667,11,11.3,-0.09,7.7
2084,12,7.94,-0.16,5.2
2084.083333,1,6.38,-0.21,4.300000000000001
2084.166667,2,9.57,-0.23,6.000000000000001
2084.25,3,10.27,-0.25,5.4
2084.333333,4,14.75,-0.24,3.1
2084.416667,5,18.16,-0.21,3.9
2084.5,6,23.57,-0.17,3.4999999999999996
2084.583333,7,26.83,-0.12,3.6000000000000005
2084.666667,8,26.88,-0.08,5.5
2084.75,9,22.31,-0.07,3.3000000000000003
2084.833333,10,18.21,-0.07,2.3
2084.916667,11,13.41,-0.09,6.8999999999999995
2085,12,7.99,-0.14,3.0000000000000004
2085.083333,1,7.64,-0.21,6.000000000000001
2085.166667,2,8.95,-0.2,3.4999999999999996
2085.25,3,9.33,-0.22,4.500000000000001
2085.333333,4,14.58,-0.24,5.800000000000001
2085.416667,5,19.03,-0.21,4.8
2085.5,6,24.04,-0.14,3.6000000000000005
2085.583333,7,27.65,-0.1,3.4000000000000004
2085.666667,8,25.61,-0.06,4.1000000000000005
2085.75,9,23.13,-0.05,3.9
2085.833333,10,18.75,-0.04,6.499999999999999
2085.916667,11,12.58,-0.09,4.6
2086,12,7.82,-0.12,8.1
2086.083333,1,5.79,-0.17,5.1
2086.166667,2,3.97,-0.25,4.7
2086.25,3,9.79,-0.27,4.500000000000001
2086.333333,4,11.19,-0.26,6.4
2086.416667,5,18.88,-0.24,2.7
2086.5,6,23.65,-0.19,4.7
2086.583333,7,26.11,-0.14,3.9
2086.666667,8,26.7,-0.1,3.6000000000000005
2086.75,9,23.5,-0.07,6.6000000000000005
2086.833333,10,17.6,-0.06,4.8
2086.916667,11,13.37,-0.1,4.1000000000000005
2087,12,9.09,-0.16,6.1
2087.083333,1,8,-0.21,6.000000000000001
2087.166667,2,8.18,-0.22,6.1
2087.25,3,7.43,-0.24,9.2
2087.333333,4,10.89,-0.25,5.7
2087.416667,5,17.38,-0.23,2.3
2087.5,6,21.83,-0.17,4
2087.583333,7,25.01,-0.14,2.7
2087.666667,8,27.02,-0.08,4.6
2087.75,9,23.06,-0.06,2.8000000000000003
2087.833333,10,18.89,-0.07,5.7
2087.916667,11,14.06,-0.07,6.4
2088,12,9.73,-0.11,8.799999999999999
2088.083333,1,8.04,-0.17,5.1
2088.166667,2,10.67,-0.18,5.1
2088.25,3,10.71,-0.21,6.3
2088.333333,4,14.06,-0.2,4.500000000000001
2088.416667,5,17.05,-0.17,4.6
2088.5,6,23.09,-0.15,4.6
2088.583333,7,25.81,-0.09,5.3
2088.666667,8,26.14,-0.05,4.7
2088.75,9,25.27,-0.03,5.4
2088.833333,10,19.15,-0.03,4.3999999999999995
2088.916667,11,15.25,-0.05,7.200000000000001
2089,12,7.89,-0.12,7.1000000000000005
2089.083333,1,6.51,-0.16,5.8999999999999995
2089.166667,2,5.92,-0.2,4
2089.25,3,11.67,-0.19,9.4
2089.333333,4,13.38,-0.21,3.0000000000000004
2089.416667,5,16.41,-0.19,5
2089.5,6,22.85,-0.13,4.3999999999999995
2089.583333,7,26.22,-0.09,3.3000000000000003
2089.666667,8,26.79,-0.04,3.6000000000000005
2089.75,9,24.39,-0.03,1.8000000000000003
2089.833333,10,18.82,-0.03,5.5
2089.916667,11,13.67,-0.06,7.6
2090,12,9.04,-0.12,6.999999999999999
2090.083333,1,7.64,-0.18,4.3999999999999995
2090.166667,2,10.19,-0.19,5.7
2090.25,3,10.06,-0.24,5.800000000000001
2090.333333,4,12.74,-0.22,7.3999999999999995
2090.416667,5,18.34,-0.17,2.8000000000000003
2090.5,6,21.91,-0.13,5.800000000000001
2090.583333,7,27.1,-0.08,3.8
2090.666667,8,27.28,-0.04,4.3999999999999995
2090.75,9,25.11,-0.01,3.0000000000000004
2090.833333,10,19.07,-0.02,3.6999999999999997
2090.916667,11,12.63,-0.02,4.8
2091,12,8.69,-0.11,5
2091.083333,1,4.98,-0.17,5.800000000000001
2091.166667,2,8.69,-0.18,5.6000000000000005
2091.25,3,11.18,-0.22,6.8999999999999995
2091.333333,4,12.82,-0.24,6.3
2091.416667,5,18.16,-0.19,2.4
2091.5,6,24.49,-0.15,3.6000000000000005
2091.583333,7,26.45,-0.11,3.9
2091.666667,8,27.89,-0.05,4.1000000000000005
2091.75,9,24.31,-0.02,3.4000000000000004
2091.833333,10,19.73,-0.02,4.1000000000000005
2091.916667,11,15.36,-0.08,5.3
2092,12,11.27,-0.07,8.7
2092.083333,1,11.08,-0.13,5.5
2092.166667,2,7.68,-0.14,7.8
2092.25,3,8.52,-0.19,6.000000000000001
2092.333333,4,13.02,-0.18,2.3
2092.416667,5,20.88,-0.17,2.7
2092.5,6,25.03,-0.12,3.0000000000000004
2092.583333,7,26.28,-0.09,7.1000000000000005
2092.666667,8,27.19,-0.04,4.500000000000001
2092.75,9,23.76,-0.02,2
2092.833333,10,22.31,-0.02,1.8000000000000003
2092.916667,11,13.71,-0.04,3.8
2093,12,11.08,-0.12,4.6
2093.083333,1,10.66,-0.15,5.2
2093.166667,2,5.96,-0.18,6.7
2093.25,3,6.79,-0.23,5.1
2093.333333,4,12.29,-0.24,4.1000000000000005
2093.416667,5,18.65,-0.23,2.8000000000000003
2093.5,6,23.62,-0.16,3.3000000000000003
2093.583333,7,27.2,-0.12,5
2093.666667,8,28.04,-0.08,2.4
2093.75,9,23.99,-0.04,4.500000000000001
2093.833333,10,18.91,-0.04,4.6
2093.916667,11,14.67,-0.07,7.3999999999999995
2094,12,7.61,-0.15,4.500000000000001
2094.083333,1,7.68,-0.22,6.8999999999999995
2094.166667,2,10.62,-0.22,6.800000000000001
2094.25,3,8.51,-0.24,6.499999999999999
2094.333333,4,13.82,-0.26,5
2094.416667,5,17.21,-0.21,4
2094.5,6,22.79,-0.16,4.9
2094.583333,7,26.74,-0.11,3.6000000000000005
2094.666667,8,26.87,-0.06,5.5
2094.75,9,23.38,-0.04,2.4
2094.833333,10,19.56,-0.06,1.6
2094.916667,11,13.75,-0.06,6.4
2095,12,10.13,-0.11,4.8
2095.083333,1,6.93,-0.2,5.4
2095.166667,2,4.86,-0.24,5.800000000000001
2095.25,3,7.16,-0.24,6.2
2095.333333,4,9.5,-0.24,5.6000000000000005
2095.416667,5,16.36,-0.22,4.6
2095.5,6,22.29,-0.17,2.6
2095.583333,7,26.74,-0.12,4.500000000000001
2095.666667,8,27.47,-0.07,4.199999999999999
2095.75,9,24.65,-0.03,3.6999999999999997
2095.833333,10,18.78,-0.04,5.2
2095.916667,11,12.53,-0.06,5.1
2096,12,9.33,-0.14,8.600000000000001
2096.083333,1,8.18,-0.22,5.7
2096.166667,2,7.79,-0.19,7.8
2096.25,3,10.47,-0.18,6.1
2096.333333,4,12.41,-0.17,4.6
2096.416667,5,19.76,-0.16,2.4
2096.5,6,26.26,-0.12,3.3000000000000003
2096.583333,7,28.19,-0.07,4.9
2096.666667,8,26.72,-0.02,3.8
2096.75,9,24.72,0.01,2.1999999999999997
2096.833333,10,18.8,0,3.6999999999999997
2096.916667,11,13.84,-0.04,3.3000000000000003
2097,12,9.53,-0.09,2.4
2097.083333,1,8.73,-0.12,7.1000000000000005
2097.166667,2,8.23,-0.15,6.8999999999999995
2097.25,3,10.32,-0.17,7.3999999999999995
2097.333333,4,15.46,-0.19,4.6
2097.416667,5,19.41,-0.14,3.6000000000000005
2097.5,6,23.65,-0.09,4.300000000000001
2097.583333,7,26.15,-0.06,2.7
2097.666667,8,28.1,-0.02,2.9000000000000004
2097.75,9,23.42,-0.01,8.9
2097.833333,10,17.8,-0.02,2.3
2097.916667,11,11.78,-0.05,5.8999999999999995
2098,12,12.2,-0.12,7.200000000000001
2098.083333,1,5.59,-0.15,4.199999999999999
2098.166667,2,4.27,-0.21,4.7
2098.25,3,8.66,-0.22,5.8999999999999995
2098.333333,4,13.37,-0.21,5.2
2098.416667,5,17.04,-0.18,5.1
2098.5,6,22.37,-0.13,4.8
2098.583333,7,28.09,-0.09,3.3000000000000003
2098.666667,8,28.02,-0.04,4.9
2098.75,9,22,-0.03,5.2
2098.833333,10,18.59,-0.01,5.1
2098.916667,11,15.62,-0.07,3.3000000000000003
2099,12,11.49,-0.12,5.8999999999999995
2099.083333,1,8.23,-0.15,4.8
2099.166667,2,10.78,-0.2,3.6999999999999997
2099.25,3,10.54,-0.23,5.6000000000000005
2099.333333,4,14.04,-0.16,7.1000000000000005
2099.416667,5,19.33,-0.16,3.2
2099.5,6,23.09,-0.11,4.1000000000000005
2099.583333,7,27.39,-0.06,4.8
2099.666667,8,25.82,-0.03,4.3999999999999995
2099.75,9,25.24,0,4
2099.833333,10,18.88,-0.01,3.6000000000000005
2099.916667,11,15.13,-0.05,5.5
2100,12,10.26,-0.13,4.199999999999999
2100.083333,1,8.34,-0.15,4.3999999999999995
2100.166667,2,5.45,-0.21,4.500000000000001
2100.25,3,7.75,-0.22,8.3
2100.333333,4,13.22,-0.2,5.4
2100.416667,5,19.06,-0.2,3.0000000000000004
2100.5,6,23.85,-0.13,4.500000000000001
2100.583333,7,27.48,-0.1,5.1
2100.666667,8,28.01,-0.05,2.8000000000000003
2100.75,9,25.39,-0.02,4.6
2100.833333,10,18.43,-0.01,2.6
2100.916667,11,13.33,-0.08,6.4
2101,12,7.75,-0.12,5.4
